LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин),
108,,,52,191,,12.80,44.25,1011,0.0,7.500,4.320,4.37,0.000,24.45,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.016,0.00,0.90,2.182,30.0,0.000,0.694,0.000,870,6.89,4.6,0.58,-0.24,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,147.75,445.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,52,634,,13.10,-48.00,11264,0.0,2.250,414.515,1071.88,40.351,620.98,0.50,0.00,-1.30,0.65,0.007,0.05,-0.88,0.000,0.01,0.45,0.187,-42.0,81.251,0.719,-9.750,2550,-41.81,128.3,0.78,-49.63,112.5,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1156.5,CB,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,53,099,,13.60,44.25,949,0.0,12.750,4.339,4.25,0.000,23.95,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.019,0.00,0.90,1.929,30.0,0.000,0.694,0.000,870,6.88,4.6,0.89,-0.08,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,146.88,448.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,53,488,,13.90,44.25,931,0.0,12.000,4.422,4.25,0.000,24.26,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.017,0.00,0.90,1.929,30.0,0.000,0.694,0.000,870,6.88,4.6,1.00,-0.04,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,149.75,454.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,53,899,,14.00,44.25,914,0.0,10.500,4.493,4.25,0.000,24.82,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.016,0.00,0.90,1.929,29.3,0.000,0.694,0.000,870,6.88,4.6,1.09,-0.02,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,152.44,459.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,54,288,,14.00,44.25,906,0.0,8.250,4.499,4.17,0.000,25.01,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.016,0.00,0.90,1.980,29.3,0.000,0.694,0.000,870,6.88,4.6,1.14,-0.02,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,153.88,463.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,54,710,,14.00,44.25,905,0.0,6.000,4.582,4.25,0.000,25.31,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.017,0.00,0.90,1.980,29.3,0.000,0.694,0.000,870,6.88,4.6,1.15,-0.03,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,154.31,466.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,55,140,,14.00,-48.00,10944,0.0,3.000,81.920,406.25,0.198,252.00,0.79,0.52,0.00,0.00,0.347,0.00,8.91,1.609,0.01,0.00,0.963,42.0,83.613,0.916,0.000,90,-65.54,1271.4,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,55,567,,14.00,44.25,898,0.0,6.000,4.269,4.17,0.000,25.20,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.017,0.00,0.90,1.810,29.3,0.000,0.694,0.000,870,6.88,4.6,1.12,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,154.69,467.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,55,971,,14.00,44.25,903,0.0,3.750,4.256,4.13,0.000,25.03,1.00,0.51,-0.76,0.51,1.000,1.02,0.00,1.016,0.00,0.90,1.871,29.3,0.000,0.694,0.000,870,6.88,4.6,1.04,-0.01,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,152.63,463.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,56,378,,14.00,44.25,889,0.0,8.250,4.026,4.13,0.000,24.61,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.871,29.3,0.000,0.694,0.000,870,6.88,4.6,1.00,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,151.44,465.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,56,768,,14.00,44.25,886,0.0,6.000,4.154,4.13,0.000,24.80,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.871,29.3,0.000,0.694,0.000,870,6.88,4.6,0.97,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,150.88,466.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,57,167,,14.00,44.25,883,0.0,6.750,4.064,4.13,0.000,24.73,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.656,29.3,0.000,0.694,0.000,870,6.88,4.6,0.93,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,150.38,466.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,57,559,,14.00,44.25,887,0.0,6.000,4.134,4.13,0.000,24.75,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.656,29.3,0.000,0.694,0.000,870,6.88,4.6,0.89,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,152.44,464.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,57,986,,14.00,44.25,887,0.0,5.250,4.070,4.05,0.000,24.63,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.705,29.3,0.000,0.694,0.000,870,6.88,4.5,0.83,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,149.94,463.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,58,387,,14.00,44.25,889,0.0,3.750,4.032,4.05,0.000,24.49,1.00,0.52,-0.76,0.51,1.000,1.02,0.00,1.015,0.00,0.90,1.705,29.3,0.000,0.694,0.000,870,6.88,4.5,0.78,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,149.50,462.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,58,771,,14.00,44.25,888,0.0,5.250,4.090,4.00,0.000,24.75,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.015,0.00,0.90,1.705,29.3,0.000,0.694,0.000,870,6.88,4.5,0.72,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,149.63,462.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,59,147,,14.00,-48.00,10624,0.0,3.000,22.938,978.13,39.960,620.98,0.50,0.00,-1.30,0.17,0.007,0.05,2.60,0.000,0.01,0.45,0.187,-42.0,80.079,0.703,-28.500,0,0.38,128.3,0.78,-49.63,112.5,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,59,538,,14.00,44.25,884,0.0,6.750,3.898,4.05,0.000,24.35,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.016,0.00,0.90,1.705,29.3,0.000,0.694,0.000,870,6.88,4.5,0.61,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,147.06,461.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,62,065,,14.00,44.25,880,0.0,6.000,3.795,3.88,0.000,23.34,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.024,0.00,0.90,1.447,29.3,0.000,0.694,0.000,870,6.88,4.5,0.43,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,143.13,452.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,62,468,,14.00,44.25,874,0.0,8.250,3.584,3.88,0.000,22.90,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.027,0.00,0.90,1.447,29.3,0.000,0.694,0.000,870,6.88,4.5,0.41,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,142.00,452.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,62,849,,14.00,44.25,880,0.0,5.250,3.738,3.88,0.000,23.23,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.025,0.00,0.90,1.447,29.3,0.000,0.694,0.000,870,6.88,4.5,0.37,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,141.63,451.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,63,230,,14.00,44.25,878,0.0,8.250,3.686,3.88,0.000,23.11,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.026,0.00,0.90,1.552,29.3,0.000,0.694,0.000,870,6.88,4.5,0.34,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,141.63,452.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,63,619,,14.00,44.25,875,0.0,7.500,3.718,3.88,0.000,23.23,1.00,0.52,-0.76,0.52,1.000,1.02,0.00,1.025,0.00,0.90,1.552,29.3,0.000,0.694,0.000,870,6.88,4.5,0.33,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,141.31,452.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,64,001,,14.00,44.25,877,0.0,7.500,3.680,3.81,0.000,23.11,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.026,0.00,0.90,1.600,29.3,0.000,0.694,0.000,870,6.88,4.5,0.31,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,141.13,451.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,64,392,,14.00,44.25,876,0.0,4.500,3.597,3.81,0.000,22.85,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.028,0.00,0.90,1.600,29.3,0.000,0.694,0.000,870,6.88,4.5,0.28,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,141.94,451.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,64,793,,14.00,44.25,879,0.0,7.500,3.686,3.81,0.000,22.95,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.027,0.00,0.90,1.600,29.3,0.000,0.694,0.000,870,6.88,4.5,0.25,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,140.13,448.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,65,184,,14.00,44.25,878,0.0,8.250,3.616,3.81,0.000,22.80,1.00,0.51,-0.76,0.52,1.000,1.02,0.00,1.028,0.00,0.90,1.490,29.3,0.000,0.694,0.000,860,6.88,4.3,0.21,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,138.69,448.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,65,580,,14.00,44.25,879,0.0,6.000,3.616,3.81,0.000,22.73,1.00,0.52,-0.76,0.52,1.000,1.02,-1.33,1.029,0.00,0.90,1.490,29.3,0.000,0.694,0.000,860,6.88,4.3,0.17,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,139.13,448.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,65,959,,14.00,44.25,880,0.0,4.500,3.661,3.81,0.000,22.90,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.027,0.00,0.90,1.490,29.3,0.000,0.694,0.000,860,6.88,4.3,0.14,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,136.81,448.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,66,345,,14.00,44.25,878,0.0,8.250,3.629,3.76,0.000,22.71,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.029,0.00,0.90,1.490,29.3,0.000,0.694,0.000,860,6.88,4.3,0.11,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,138.94,447.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,66,761,,14.00,44.25,870,0.0,10.500,3.520,3.81,0.000,22.36,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.032,0.00,0.90,1.490,29.3,0.000,0.694,0.000,860,6.87,4.3,0.09,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,138.69,448.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,67,180,,14.00,44.25,873,0.0,6.750,3.616,3.76,0.000,22.69,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.029,0.00,0.90,1.447,29.3,0.000,0.694,0.000,860,6.87,4.3,0.06,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,137.75,448.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,67,734,,14.00,44.25,874,0.0,8.250,3.526,3.76,0.000,22.52,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.030,0.00,0.90,1.447,29.3,0.000,0.694,0.000,860,6.87,4.3,0.03,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,137.94,448.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,68,129,,14.00,44.25,868,0.0,5.250,3.558,3.81,0.000,22.64,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.029,0.00,0.90,1.447,29.3,0.000,0.694,0.000,860,6.87,4.3,0.02,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,136.94,449.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,68,530,,14.00,44.25,869,0.0,6.750,3.603,3.76,0.000,22.69,1.00,0.52,-0.76,0.52,1.000,1.02,-1.33,1.029,0.00,0.90,1.447,29.3,0.000,0.694,0.000,860,6.87,4.3,0.00,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,137.88,449.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,68,930,,14.00,44.25,867,0.0,7.500,3.571,3.76,0.000,22.62,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.030,0.00,0.90,1.346,29.3,0.000,0.694,0.000,860,6.87,4.3,0.00,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,138.38,450.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,69,328,,14.00,44.25,864,0.0,12.000,3.392,3.81,0.000,22.27,1.00,0.51,-0.76,0.52,1.000,1.02,-1.33,1.032,0.00,0.90,1.346,29.3,0.000,0.694,0.000,860,6.87,4.3,-0.02,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,136.69,451.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,69,770,,14.00,44.25,863,0.0,8.250,3.507,3.76,0.000,22.55,1.00,0.52,-0.76,0.52,1.000,1.02,-1.33,1.030,0.00,0.90,1.346,29.3,0.000,0.694,0.000,860,6.87,4.3,-0.02,0.00,44.3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,137.81,451.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
